Attrition,Employee Attrition Status,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,0,Travel_Rarely,R&D,Medical,STAFF-110,Female,Laboratory Technician,Single,No,5,22,18-25,$534.00 ,15,Bachelor's Degree,2,59,3,1,4,"$2,871.00 ","$23,785.00 ",1,15,3,3,0,1,3,0,0,0,0
No,0,Travel_Frequently,R&D,Medical,STAFF-111,Female,Healthcare Representative,Single,No,1,51,46-55,"$1,456.00 ",1,Master's Degree,1,30,2,3,1,"$7,484.00 ","$25,796.00 ",3,20,4,3,0,23,2,13,12,12,8
Yes,1,Travel_Frequently,R&D,Life Sciences,STAFF-112,Male,Laboratory Technician,Single,Yes,3,34,26-35,$658.00 ,7,Bachelor's Degree,1,66,1,2,3,"$6,074.00 ","$22,887.00 ",1,24,4,4,0,9,3,9,7,0,6
No,0,Non-Travel,HR,Human Resources,STAFF-113,Female,Manager,Single,Yes,3,54,46-55,$142.00 ,26,Bachelor's Degree,4,30,4,4,4,"$17,328.00 ","$13,871.00 ",2,12,3,3,0,23,3,5,3,4,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-114,Male,Laboratory Technician,Married,No,2,24,18-25,"$1,127.00 ",18,High School,2,52,3,1,3,"$2,774.00 ","$13,257.00 ",0,12,3,3,1,6,3,5,3,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-115,Female,Research Scientist,Divorced,No,3,34,26-35,"$1,031.00 ",6,Master's Degree,3,45,2,2,2,"$4,505.00 ","$15,000.00 ",6,15,3,3,1,12,3,1,0,0,0
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-116,Male,Sales Executive,Single,No,3,37,36-45,"$1,189.00 ",3,Bachelor's Degree,3,87,3,3,4,"$7,428.00 ","$14,506.00 ",2,12,3,1,0,12,3,5,3,1,3
No,0,Travel_Rarely,R&D,Medical,STAFF-117,Female,Manager,Single,No,6,34,26-35,"$1,354.00 ",5,Bachelor's Degree,3,45,2,3,1,"$11,631.00 ","$5,615.00 ",2,12,3,4,0,14,3,11,10,5,8
No,0,Travel_Frequently,Sales,Technical Degree,STAFF-118,Female,Sales Executive,Married,No,6,36,36-45,"$1,467.00 ",11,Associates Degree,2,92,3,3,4,"$9,738.00 ","$22,952.00 ",0,14,3,3,1,10,3,9,7,2,8
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-119,Female,Laboratory Technician,Divorced,No,2,36,36-45,$922.00 ,3,Associates Degree,1,39,3,1,4,"$2,835.00 ","$2,561.00 ",5,22,4,1,1,7,3,1,0,0,0
No,0,Travel_Frequently,Sales,Life Sciences,STAFF-120,Male,Manager,Married,Yes,3,43,36-45,$394.00 ,26,Associates Degree,3,92,3,4,4,"$16,959.00 ","$19,494.00 ",1,12,3,4,2,25,4,25,12,4,12
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-121,Male,Research Scientist,Divorced,No,2,30,26-35,"$1,312.00 ",23,Bachelor's Degree,1,96,1,1,3,"$2,613.00 ","$22,310.00 ",1,25,4,3,3,10,2,10,7,0,9
No,0,Non-Travel,Sales,Marketing,STAFF-122,Male,Sales Executive,Married,No,2,33,26-35,$750.00 ,22,Associates Degree,3,95,3,2,2,"$6,146.00 ","$15,480.00 ",0,13,3,1,1,8,4,7,7,0,7
Yes,1,Travel_Rarely,R&D,Life Sciences,STAFF-123,Female,Research Scientist,Married,Yes,2,56,56-65,$441.00 ,14,Master's Degree,2,72,3,1,2,"$4,963.00 ","$4,510.00 ",9,18,3,1,3,7,3,5,4,4,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-124,Male,Research Director,Single,No,5,51,46-55,$684.00 ,6,Bachelor's Degree,1,51,3,5,3,"$19,537.00 ","$6,462.00 ",7,13,3,3,0,23,3,20,18,15,15
Yes,1,Travel_Rarely,Sales,Life Sciences,STAFF-125,Male,Sales Executive,Married,Yes,3,31,26-35,$249.00 ,6,Master's Degree,2,76,1,2,3,"$6,172.00 ","$20,739.00 ",4,18,3,2,0,12,2,7,7,7,7
No,0,Travel_Rarely,R&D,Other,STAFF-126,Female,Research Scientist,Married,No,3,26,26-35,$841.00 ,6,Bachelor's Degree,3,46,2,1,2,"$2,368.00 ","$23,300.00 ",1,19,3,3,0,5,2,5,4,4,3
Yes,1,Travel_Rarely,R&D,Medical,STAFF-127,Female,Healthcare Representative,Married,No,3,58,56-65,$147.00 ,23,Master's Degree,4,94,3,3,4,"$10,312.00 ","$3,465.00 ",1,12,3,4,1,40,2,40,10,15,6
Yes,1,Travel_Rarely,Sales,Marketing,STAFF-128,Male,Sales Representative,Single,Yes,2,19,18-25,$528.00 ,22,High School,4,50,3,1,3,"$1,675.00 ","$26,820.00 ",1,19,3,4,0,0,2,0,0,0,0
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-129,Male,Laboratory Technician,Married,No,2,22,18-25,$594.00 ,2,High School,3,100,3,1,4,"$2,523.00 ","$19,299.00 ",0,14,3,3,1,3,3,2,1,2,1
No,0,Travel_Rarely,R&D,Medical,STAFF-130,Female,Manufacturing Director,Married,No,2,49,46-55,$470.00 ,20,Master's Degree,3,96,3,2,1,"$6,567.00 ","$5,549.00 ",1,14,3,3,0,16,2,15,11,5,11
No,0,Travel_Frequently,R&D,Medical,STAFF-131,Female,Research Scientist,Single,No,2,43,36-45,$957.00 ,28,Bachelor's Degree,2,72,4,1,3,"$4,739.00 ","$16,090.00 ",4,12,3,4,0,18,3,3,2,1,2
No,0,Travel_Frequently,Sales,Marketing,STAFF-132,Female,Sales Executive,Single,No,3,50,46-55,$809.00 ,12,Bachelor's Degree,3,77,3,3,4,"$9,208.00 ","$6,645.00 ",4,11,3,4,0,16,3,2,2,2,1
Yes,1,Travel_Rarely,Sales,Life Sciences,STAFF-133,Female,Sales Executive,Married,Yes,2,31,26-35,$542.00 ,20,Bachelor's Degree,2,71,1,2,3,"$4,559.00 ","$24,788.00 ",3,11,3,3,1,4,3,2,2,2,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-134,Male,Sales Executive,Divorced,Yes,2,41,36-45,$802.00 ,9,High School,3,96,3,3,3,"$8,189.00 ","$21,196.00 ",3,13,3,3,1,12,3,9,7,0,7
No,0,Travel_Rarely,HR,Life Sciences,STAFF-135,Female,Human Resources,Married,No,3,26,26-35,"$1,355.00 ",25,High School,3,61,3,1,3,"$2,942.00 ","$8,916.00 ",1,23,4,4,1,8,3,8,7,5,7
No,0,Travel_Rarely,R&D,Medical,STAFF-136,Male,Manufacturing Director,Divorced,No,0,36,36-45,$216.00 ,6,Associates Degree,2,84,3,2,2,"$4,941.00 ","$2,819.00 ",6,20,4,4,2,7,3,3,2,0,1
Yes,1,Travel_Frequently,R&D,Life Sciences,STAFF-137,Male,Manufacturing Director,Single,No,2,51,46-55,"$1,150.00 ",8,Master's Degree,1,53,1,3,4,"$10,650.00 ","$25,150.00 ",2,15,3,4,0,18,3,4,2,0,3
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-138,Female,Sales Executive,Married,No,1,39,36-45,"$1,329.00 ",4,Master's Degree,4,47,2,2,3,"$5,902.00 ","$14,590.00 ",4,14,3,3,1,17,4,15,11,5,9
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-139,Male,Sales Executive,Married,No,3,25,18-25,$959.00 ,28,Bachelor's Degree,1,41,2,2,3,"$8,639.00 ","$24,835.00 ",2,18,3,4,0,6,3,2,2,2,2
No,0,Travel_Rarely,HR,Human Resources,STAFF-140,Male,Human Resources,Married,Yes,2,30,26-35,"$1,240.00 ",9,Bachelor's Degree,3,48,3,2,4,"$6,347.00 ","$13,982.00 ",0,19,3,4,0,12,1,11,9,4,7
Yes,1,Travel_Rarely,R&D,Medical,STAFF-141,Female,Laboratory Technician,Single,No,2,32,26-35,"$1,033.00 ",9,Bachelor's Degree,1,41,3,1,1,"$4,200.00 ","$10,224.00 ",7,22,4,1,0,10,4,5,4,0,4
No,0,Travel_Rarely,R&D,Medical,STAFF-142,Male,Research Scientist,Single,No,2,45,36-45,"$1,316.00 ",29,Bachelor's Degree,3,83,3,1,4,"$3,452.00 ","$9,752.00 ",5,13,3,2,0,9,2,6,5,0,3
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-143,Female,Research Scientist,Single,Yes,2,38,36-45,$364.00 ,3,Doctoral Degree,4,32,3,2,3,"$4,317.00 ","$2,302.00 ",3,20,4,2,0,19,3,3,2,2,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-144,Female,Research Scientist,Single,No,4,30,26-35,$438.00 ,18,Bachelor's Degree,1,75,3,1,3,"$2,632.00 ","$23,910.00 ",1,14,3,3,0,5,2,5,4,0,4
No,0,Travel_Frequently,Sales,Medical,STAFF-145,Male,Sales Executive,Divorced,No,2,32,26-35,$689.00 ,9,Associates Degree,4,35,1,2,4,"$4,668.00 ","$22,812.00 ",0,17,3,4,3,9,4,8,7,0,7
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-146,Female,Research Scientist,Divorced,No,3,30,26-35,$201.00 ,5,Bachelor's Degree,4,84,3,1,1,"$3,204.00 ","$10,415.00 ",5,14,3,4,1,8,3,3,2,2,2
No,0,Travel_Rarely,R&D,Medical,STAFF-147,Male,Laboratory Technician,Single,No,3,30,26-35,"$1,427.00 ",2,High School,2,35,2,1,4,"$2,720.00 ","$11,162.00 ",0,13,3,4,0,6,3,5,3,1,2
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-148,Male,Manager,Divorced,No,2,41,36-45,$857.00 ,10,Bachelor's Degree,4,91,2,4,1,"$17,181.00 ","$12,888.00 ",4,13,3,2,1,21,2,7,6,7,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-149,Male,Laboratory Technician,Married,No,2,41,36-45,$933.00 ,9,Master's Degree,3,94,3,1,1,"$2,238.00 ","$6,961.00 ",2,21,4,4,1,7,3,5,0,1,4
No,0,Travel_Rarely,R&D,Medical,STAFF-150,Female,Laboratory Technician,Single,No,3,19,18-25,"$1,181.00 ",3,High School,2,79,3,1,2,"$1,483.00 ","$16,102.00 ",1,14,3,4,0,1,3,1,0,0,0
No,0,Travel_Frequently,R&D,Medical,STAFF-151,Female,Research Scientist,Divorced,No,2,40,36-45,"$1,395.00 ",26,Bachelor's Degree,2,54,3,2,2,"$5,605.00 ","$8,504.00 ",1,11,3,1,1,20,3,20,7,2,13
No,0,Travel_Rarely,Sales,Marketing,STAFF-152,Male,Sales Executive,Married,No,3,35,26-35,$662.00 ,1,Doctoral Degree,3,94,3,3,2,"$7,295.00 ","$11,439.00 ",1,13,3,1,2,10,3,10,8,0,6
No,0,Travel_Rarely,Sales,Marketing,STAFF-153,Male,Sales Representative,Married,Yes,3,53,46-55,"$1,436.00 ",6,Associates Degree,2,34,3,2,3,"$2,306.00 ","$16,047.00 ",2,20,4,4,1,13,1,7,7,4,5
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-154,Male,Laboratory Technician,Divorced,No,2,45,36-45,$194.00 ,9,Bachelor's Degree,2,60,3,2,2,"$2,348.00 ","$10,901.00 ",8,18,3,3,1,20,1,17,9,0,15
No,0,Travel_Frequently,Sales,Marketing,STAFF-155,Female,Sales Executive,Single,No,2,32,26-35,$967.00 ,8,Bachelor's Degree,2,43,3,3,4,"$8,998.00 ","$15,589.00 ",1,14,3,4,0,9,3,9,8,3,7
No,0,Non-Travel,R&D,Technical Degree,STAFF-156,Male,Manufacturing Director,Married,No,1,29,26-35,"$1,496.00 ",1,High School,4,41,3,2,3,"$4,319.00 ","$26,283.00 ",1,13,3,1,1,10,3,10,7,0,9
No,0,Travel_Rarely,R&D,Medical,STAFF-157,Male,Manufacturing Director,Married,No,2,51,46-55,"$1,169.00 ",7,Master's Degree,2,34,2,2,3,"$6,132.00 ","$13,983.00 ",2,17,3,3,0,10,3,1,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-158,Female,Research Scientist,Married,Yes,3,58,56-65,"$1,145.00 ",9,Bachelor's Degree,2,75,2,1,2,"$3,346.00 ","$11,873.00 ",4,20,4,2,1,9,2,1,0,0,0
No,0,Travel_Rarely,Sales,Marketing,STAFF-159,Male,Sales Executive,Married,No,2,40,36-45,$630.00 ,4,Master's Degree,3,67,2,3,4,"$10,855.00 ","$8,552.00 ",7,11,3,1,1,15,2,12,11,2,11
No,0,Travel_Frequently,Sales,Marketing,STAFF-160,Female,Sales Representative,Married,No,3,34,26-35,$303.00 ,2,Master's Degree,3,75,3,1,3,"$2,231.00 ","$11,314.00 ",6,18,3,4,1,6,3,4,3,1,2
No,0,Travel_Rarely,R&D,Medical,STAFF-161,Male,Research Scientist,Married,No,6,22,18-25,"$1,256.00 ",19,High School,3,80,3,1,4,"$2,323.00 ","$11,992.00 ",1,24,4,1,2,2,3,2,2,2,2
No,0,Non-Travel,R&D,Medical,STAFF-162,Male,Research Scientist,Divorced,No,1,27,26-35,$691.00 ,9,Bachelor's Degree,4,57,3,1,2,"$2,024.00 ","$5,970.00 ",6,18,3,4,1,6,1,2,2,2,2
No,0,Travel_Rarely,R&D,Medical,STAFF-163,Male,Research Scientist,Married,No,2,28,26-35,$440.00 ,21,Bachelor's Degree,3,42,3,1,4,"$2,713.00 ","$6,672.00 ",1,11,3,3,1,5,1,5,2,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-164,Male,Healthcare Representative,Divorced,Yes,2,57,56-65,$334.00 ,24,Associates Degree,3,83,4,3,4,"$9,439.00 ","$23,402.00 ",3,16,3,2,1,12,1,5,3,1,4
No,0,Non-Travel,R&D,Medical,STAFF-165,Male,Research Scientist,Divorced,Yes,2,27,26-35,"$1,450.00 ",3,Bachelor's Degree,3,79,2,1,3,"$2,566.00 ","$25,326.00 ",1,15,3,4,1,1,2,1,1,0,1
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-166,Female,Manager,Single,No,5,50,46-55,"$1,452.00 ",11,Bachelor's Degree,3,53,3,5,2,"$19,926.00 ","$17,053.00 ",3,15,3,2,0,21,3,5,4,4,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-167,Male,Research Scientist,Divorced,No,2,41,36-45,$465.00 ,14,Bachelor's Degree,1,56,3,1,3,"$2,451.00 ","$4,609.00 ",4,12,3,1,1,13,3,9,8,1,8
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-168,Female,Sales Executive,Married,No,2,30,26-35,"$1,339.00 ",5,Bachelor's Degree,2,41,3,3,4,"$9,419.00 ","$8,053.00 ",2,12,3,3,1,12,3,10,9,7,4
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-169,Female,Sales Executive,Single,No,2,38,36-45,$702.00 ,1,Master's Degree,1,59,2,2,4,"$8,686.00 ","$12,930.00 ",4,22,4,3,0,12,4,8,3,0,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-170,Male,Research Scientist,Single,No,2,32,26-35,$120.00 ,6,Doctoral Degree,3,43,3,1,3,"$3,038.00 ","$12,430.00 ",3,20,4,1,0,8,3,5,4,1,4
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-171,Male,Research Scientist,Married,Yes,3,27,26-35,"$1,157.00 ",17,Bachelor's Degree,3,51,3,1,2,"$3,058.00 ","$13,364.00 ",0,16,3,4,1,6,2,5,2,1,1
Yes,1,Travel_Frequently,Sales,Technical Degree,STAFF-172,Female,Sales Representative,Single,No,5,19,18-25,$602.00 ,1,High School,3,100,1,1,1,"$2,325.00 ","$20,989.00 ",0,21,4,1,0,1,4,0,0,0,0
No,0,Travel_Frequently,R&D,Medical,STAFF-173,Male,Laboratory Technician,Single,No,3,36,36-45,"$1,480.00 ",3,Associates Degree,4,30,3,1,2,"$2,088.00 ","$15,062.00 ",4,12,3,3,0,13,2,8,7,7,2
No,0,Non-Travel,R&D,Medical,STAFF-174,Male,Laboratory Technician,Divorced,No,4,30,26-35,$111.00 ,9,Bachelor's Degree,3,66,3,2,1,"$3,072.00 ","$11,012.00 ",1,11,3,3,2,12,3,12,9,6,10
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-175,Female,Sales Executive,Divorced,Yes,3,45,36-45,"$1,268.00 ",4,Associates Degree,3,30,3,2,1,"$5,006.00 ","$6,319.00 ",4,11,3,1,1,9,4,5,4,0,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-176,Female,Research Scientist,Divorced,Yes,3,56,56-65,$713.00 ,8,Bachelor's Degree,3,67,3,1,1,"$4,257.00 ","$13,939.00 ",4,18,3,3,1,19,3,2,2,2,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-177,Male,Research Scientist,Single,No,2,33,26-35,$134.00 ,2,Bachelor's Degree,3,90,3,1,4,"$2,500.00 ","$10,515.00 ",0,14,3,1,0,4,4,3,1,0,2
Yes,1,Travel_Rarely,R&D,Life Sciences,STAFF-178,Male,Laboratory Technician,Single,No,3,19,18-25,$303.00 ,2,Bachelor's Degree,2,47,2,1,4,"$1,102.00 ","$9,241.00 ",1,22,4,3,0,1,2,1,0,1,0
No,0,Travel_Rarely,Sales,Marketing,STAFF-179,Female,Sales Executive,Divorced,No,2,46,46-55,$526.00 ,1,Associates Degree,2,92,3,3,1,"$10,453.00 ","$2,137.00 ",1,25,4,3,3,24,3,24,13,15,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-180,Female,Laboratory Technician,Single,No,3,38,36-45,"$1,380.00 ",9,Associates Degree,3,75,3,1,4,"$2,288.00 ","$6,319.00 ",1,12,3,3,0,2,3,2,2,2,1
No,0,Travel_Rarely,R&D,Medical,STAFF-181,Female,Research Scientist,Married,Yes,0,31,26-35,$140.00 ,12,High School,3,95,3,1,4,"$3,929.00 ","$6,984.00 ",8,23,4,3,1,7,3,4,2,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-182,Female,Research Scientist,Single,No,3,34,26-35,$629.00 ,27,Associates Degree,4,95,3,1,2,"$2,311.00 ","$5,711.00 ",2,15,3,4,0,9,3,3,2,1,2
Yes,1,Travel_Rarely,Sales,Marketing,STAFF-183,Female,Sales Representative,Single,Yes,5,41,36-45,"$1,356.00 ",20,Associates Degree,2,70,3,1,2,"$3,140.00 ","$21,728.00 ",1,22,4,4,0,4,2,4,3,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-184,Male,Laboratory Technician,Married,No,2,50,46-55,$328.00 ,1,Bachelor's Degree,3,86,2,1,3,"$3,690.00 ","$3,425.00 ",2,15,3,4,1,5,2,3,2,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-185,Female,Manufacturing Director,Divorced,No,3,53,46-55,"$1,084.00 ",13,Associates Degree,4,57,4,2,1,"$4,450.00 ","$26,250.00 ",1,11,3,3,2,5,3,4,2,1,3
No,0,Travel_Rarely,R&D,Medical,STAFF-186,Female,Research Scientist,Married,No,5,33,26-35,$931.00 ,14,Bachelor's Degree,4,72,3,1,2,"$2,756.00 ","$4,673.00 ",1,13,3,4,1,8,3,8,7,1,6
No,0,Travel_Rarely,R&D,Medical,STAFF-187,Female,Manager,Married,No,2,40,36-45,$989.00 ,4,High School,4,46,3,5,3,"$19,033.00 ","$6,499.00 ",1,14,3,2,1,21,3,20,8,9,9
No,0,Travel_Rarely,R&D,Medical,STAFF-188,Male,Research Director,Single,No,3,55,46-55,$692.00 ,14,Master's Degree,3,61,4,5,2,"$18,722.00 ","$13,339.00 ",8,11,3,4,0,36,3,24,15,2,15
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-189,Male,Manufacturing Director,Married,No,2,34,26-35,"$1,069.00 ",2,High School,4,45,2,2,3,"$9,547.00 ","$14,074.00 ",1,17,3,3,0,10,2,10,9,1,9
No,0,Travel_Rarely,R&D,Medical,STAFF-190,Female,Healthcare Representative,Single,No,6,51,46-55,$313.00 ,3,Bachelor's Degree,4,98,3,4,2,"$13,734.00 ","$7,192.00 ",3,18,3,3,0,21,3,7,7,1,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-191,Male,Manager,Married,No,5,52,46-55,$699.00 ,1,Master's Degree,3,65,2,5,3,"$19,999.00 ","$5,678.00 ",0,14,3,1,1,34,3,33,18,11,9
No,0,Travel_Rarely,R&D,Medical,STAFF-192,Female,Research Scientist,Single,No,2,27,26-35,$894.00 ,9,Bachelor's Degree,4,99,3,1,2,"$2,279.00 ","$11,781.00 ",1,16,3,4,0,7,2,7,7,0,3
Yes,1,Travel_Rarely,R&D,Life Sciences,STAFF-193,Male,Manufacturing Director,Married,Yes,1,35,26-35,$556.00 ,23,Associates Degree,2,50,2,2,3,"$5,916.00 ","$15,497.00 ",3,13,3,1,0,8,3,1,0,0,1
No,0,Non-Travel,R&D,Medical,STAFF-194,Male,Research Scientist,Divorced,No,3,43,36-45,"$1,344.00 ",7,Bachelor's Degree,4,37,4,1,4,"$2,089.00 ","$5,228.00 ",4,14,3,4,3,7,4,5,4,2,2
No,0,Non-Travel,R&D,Medical,STAFF-195,Male,Manager,Married,No,1,45,36-45,"$1,195.00 ",2,Associates Degree,1,65,2,4,4,"$16,792.00 ","$20,462.00 ",9,23,4,4,1,22,3,20,8,11,8
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-196,Male,Research Scientist,Married,Yes,3,37,36-45,$290.00 ,21,Bachelor's Degree,2,65,4,1,1,"$3,564.00 ","$22,977.00 ",1,12,3,1,1,8,2,8,7,1,7
No,0,Travel_Frequently,R&D,Medical,STAFF-197,Female,Laboratory Technician,Single,No,5,35,26-35,$138.00 ,2,Bachelor's Degree,2,37,3,2,2,"$4,425.00 ","$15,986.00 ",5,11,3,4,0,10,3,6,2,1,2
No,0,Non-Travel,R&D,Medical,STAFF-198,Female,Manufacturing Director,Divorced,No,5,42,36-45,$926.00 ,21,Associates Degree,3,36,3,2,3,"$5,265.00 ","$16,439.00 ",2,16,3,2,1,11,3,5,3,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-199,Male,Manufacturing Director,Married,No,3,38,36-45,"$1,261.00 ",2,Master's Degree,4,88,3,2,3,"$6,553.00 ","$7,259.00 ",9,14,3,2,0,14,3,1,0,0,0
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-200,Male,Manufacturing Director,Married,No,3,38,36-45,"$1,084.00 ",29,Bachelor's Degree,4,54,3,2,4,"$6,261.00 ","$4,185.00 ",3,18,3,1,1,9,1,7,7,1,7
No,0,Travel_Frequently,R&D,Technical Degree,STAFF-201,Male,Manufacturing Director,Married,No,1,27,26-35,$472.00 ,1,High School,3,60,2,2,1,"$4,298.00 ","$9,679.00 ",5,19,3,3,1,6,3,2,2,2,0
No,0,Non-Travel,R&D,Life Sciences,STAFF-202,Male,Manufacturing Director,Divorced,Yes,0,49,46-55,"$1,002.00 ",18,Master's Degree,4,92,3,2,4,"$6,804.00 ","$23,793.00 ",1,15,3,1,2,7,3,7,7,1,7
No,0,Travel_Frequently,R&D,Medical,STAFF-203,Male,Research Scientist,Divorced,Yes,4,34,26-35,$878.00 ,10,Master's Degree,4,43,3,1,3,"$3,815.00 ","$5,972.00 ",1,17,3,4,1,5,4,5,3,2,0
No,0,Travel_Rarely,R&D,Medical,STAFF-204,Male,Laboratory Technician,Married,Yes,2,40,36-45,$905.00 ,19,Associates Degree,3,99,3,2,4,"$2,741.00 ","$16,523.00 ",8,15,3,3,1,15,4,7,2,3,7
Yes,1,Travel_Rarely,R&D,Medical,STAFF-205,Male,Healthcare Representative,Married,Yes,2,38,36-45,"$1,180.00 ",29,High School,2,70,3,2,1,"$6,673.00 ","$11,354.00 ",7,19,3,2,0,17,3,1,0,0,0
Yes,1,Travel_Rarely,Sales,Marketing,STAFF-206,Female,Sales Executive,Married,No,3,29,26-35,$121.00 ,27,Bachelor's Degree,2,35,3,3,4,"$7,639.00 ","$24,525.00 ",1,22,4,4,3,10,2,10,4,1,9
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-207,Male,Research Scientist,Divorced,Yes,2,22,18-25,"$1,136.00 ",5,Bachelor's Degree,4,60,4,1,2,"$2,328.00 ","$12,392.00 ",1,16,3,1,1,4,2,4,2,2,2
No,0,Travel_Frequently,R&D,Medical,STAFF-208,Female,Laboratory Technician,Single,No,2,36,36-45,$635.00 ,18,High School,2,73,3,1,4,"$2,153.00 ","$7,703.00 ",1,13,3,1,0,8,3,8,1,1,7
No,0,Non-Travel,R&D,Life Sciences,STAFF-209,Male,Healthcare Representative,Married,No,5,40,36-45,"$1,151.00 ",9,Doctoral Degree,4,63,2,2,4,"$4,876.00 ","$14,242.00 ",9,14,3,4,1,5,1,3,2,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-210,Male,Healthcare Representative,Divorced,No,3,46,46-55,$644.00 ,1,Master's Degree,4,97,3,3,1,"$9,396.00 ","$12,368.00 ",7,16,3,3,1,17,3,4,2,0,3
Yes,1,Travel_Rarely,Sales,Medical,STAFF-211,Male,Sales Executive,Married,No,2,32,26-35,"$1,045.00 ",4,Master's Degree,4,32,1,3,4,"$10,400.00 ","$25,812.00 ",1,11,3,3,0,14,2,14,8,9,8
No,0,Non-Travel,R&D,Life Sciences,STAFF-212,Male,Manufacturing Director,Single,No,2,30,26-35,$829.00 ,1,High School,3,88,2,3,3,"$8,474.00 ","$20,925.00 ",1,22,4,3,0,12,3,11,8,5,8
No,0,Travel_Frequently,Sales,Life Sciences,STAFF-213,Female,Sales Executive,Single,No,2,27,26-35,"$1,242.00 ",20,Bachelor's Degree,4,90,3,2,3,"$9,981.00 ","$12,916.00 ",1,14,3,4,0,7,3,7,7,0,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-214,Male,Research Director,Married,No,5,51,46-55,"$1,469.00 ",8,Master's Degree,2,81,2,3,2,"$12,490.00 ","$15,736.00 ",5,16,3,4,2,16,1,10,9,4,7
Yes,1,Travel_Rarely,R&D,Technical Degree,STAFF-215,Female,Research Scientist,Single,Yes,5,30,26-35,"$1,005.00 ",3,Bachelor's Degree,4,88,3,1,1,"$2,657.00 ","$8,556.00 ",5,11,3,3,0,8,3,5,2,0,4
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-216,Female,Manager,Single,Yes,3,41,36-45,$896.00 ,6,Bachelor's Degree,4,75,3,3,4,"$13,591.00 ","$14,674.00 ",3,18,3,3,0,16,3,1,0,0,0
Yes,1,Travel_Frequently,Sales,Marketing,STAFF-217,Female,Sales Executive,Single,No,5,30,26-35,$334.00 ,26,Master's Degree,3,52,2,2,1,"$6,696.00 ","$22,967.00 ",5,15,3,3,0,9,2,6,3,0,1
Yes,1,Travel_Rarely,R&D,Technical Degree,STAFF-218,Male,Research Scientist,Single,No,1,29,26-35,$992.00 ,1,Bachelor's Degree,3,85,3,1,3,"$2,058.00 ","$19,757.00 ",0,14,3,4,0,7,2,6,2,1,5
No,0,Non-Travel,Sales,Medical,STAFF-219,Female,Sales Executive,Single,No,2,45,36-45,"$1,052.00 ",6,Bachelor's Degree,4,57,2,3,4,"$8,865.00 ","$16,840.00 ",6,12,3,4,0,23,3,19,7,12,8
No,0,Travel_Rarely,Sales,Marketing,STAFF-220,Female,Sales Executive,Married,No,4,54,46-55,"$1,147.00 ",3,Bachelor's Degree,4,52,3,2,1,"$5,940.00 ","$17,011.00 ",2,14,3,4,1,16,3,6,2,0,5
